instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,11,25,187.2643685839721,2060.9522687992926,38.80372017376498,0.0,38.80372017376498,0,9,209.8352356108178,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 5, ""num_ev"": 5, ""total_fleet_cap"": 5}}",91adce186f43e5b13fe8d9a68cba1febcabafa07a99068ddd2837d486bd68537
