probe_id,seed,event_id,event_type,customer_id,owner_depot_id,t_appear,trigger_second,new_demand,new_ready_time,new_due_time,completed_route_count,in_progress_route_count,editable_route_count,inherited_asset_count,inherited_cv_count,inherited_ev_count,orphan_started_charge_count,whole_trip_committed_route_count,whole_trip_committed_customer_count,max_search_evaluations,actual_search_evaluations,search_started,continuous_scheduler_ready,status
e7_p2_seed1_single_add,1,24,add,N_S1_010,D1,22135.442264735328,25060.40779036161,354.0,66013.0,86396.0,8,18,7,20,10,10,0,26,171,100,0,False,False,BLOCKED_PENDING_CONTINUOUS_TRIGGER_GATE
