instance_id,region,seed,baseline_arm,comparison_arm,baseline_actual_carbon_intensity,comparison_actual_carbon_intensity,intensity_layer_reduction_pct,charging_emissions_reduction_pct,system_emissions_reduction_pct,outcome
cn-jjj-100c-01-V2-LOCATIONS,JJJ,2026080201,ASAP,COST_CARBON,0.5822920862683295,0.543422580117625,6.675259215663256,6.67525921566326,1.3269925385507149,improved
cn-jjj-100c-01-V2-LOCATIONS,JJJ,2026080201,COST,COST_CARBON,0.5738768248698046,0.543422580117625,5.3067563338332695,5.306756333833274,1.0426937995815653,improved
