education_round,candidate_count,accepted,accepted_action_id,accepted_channel,before_cost_cny,after_cost_cny,before_emissions_kg,after_emissions_kg,minimum_participation_margin_before,minimum_participation_margin_after
1,127,True,swap:CV_D_beijing_1#T1:C009<->EV_D_beijing_1#T1:C001,mixed_fleet,599.7706576245362,583.3628619842182,56.174830617933296,51.15413780754602,0.0,16.407795640318
2,127,True,2opt:CV_D_beijing_1#T1@3:5,route_order,583.3628619842182,570.3199235545854,51.15413780754602,48.566445310910154,16.407795640318,29.450734069951068
3,127,True,2opt:EV_D_beijing_1#T1@0:2,route_order,570.3199235545854,561.147506495879,48.566445310910154,46.39466187922373,29.450734069951068,38.6231511286569
4,127,False,,,,,,,,
