instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,FIXED_TOTAL_50,11,100,125.23086808301741,2008.6789204509525,123.96614608592074,96.87834484353981,27.087801242380927,2,5,130.0729027466901,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 2, ""num_ev"": 2, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 2, ""num_ev"": 3, ""total_fleet_cap"": 5}}",27ee848654fd4bde7bc3671a1e0900eb715afd17764acbc21312441964310a01
