battery_kwh,collection_failures,comparison_mode,mean_gap_pct_alns_minus_lns,mean_winner_ev_route_share_75_200,paired_winner_counts,pairs,scenario
100.0,0,fixed_budget,0.5926243865910267,0.05734336969969154,"{""alns"": 2, ""lns"": 1, ""tie"": 20}",23,budget8k100
80.0,0,fixed_budget,-1.8119652713090708,0.05734336969969154,"{""alns"": 2, ""lns"": 1, ""tie"": 20}",23,budget8k80
100.0,4,wallclock,-2.398061792588072,0.05446980648130073,"{""alns"": 4, ""lns"": 1, ""tie"": 18}",23,wc100
80.0,4,wallclock,-3.5158452001950877,0.05446980648130073,"{""alns"": 3, ""tie"": 20}",23,wc80
