active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},8000,LNS,100.0,8714.98386087934,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-200c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,14,28,695.5692507499916,1,1,8000,11.501370986963654,,True,OK,e2-vanilla-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,budget8k100,100kWh lowered fixed budget,1,200,OK,{},0,False,False,0.034482758620689655,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,100.0,8714.98386087934,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-200c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,14,28,672.1170193750004,1,1,8000,11.902689218373277,,True,OK,e2-vanilla-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,budget8k100,100kWh lowered fixed budget,1,200,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.0023129220644477755}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00047199999971780926}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.4941609913803404}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.6174512500874698}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 45.1453257555404}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 3.54917607299285}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.5680838210100774}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.5952144188195234}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006657920021098107}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 9.472294163118931}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005758329934906214}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0012400419946061447}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 198.16319822169316}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 207.86136767829885}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 192.23803201738338}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 13.706983195777866}, ""repair_solution_score"": {""count"": 1718.0, ""seconds"": 0.8338095876242733}, ""route_model_cost"": {""count"": 794068.0, ""seconds"": 22.64321162221313}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.08135721003054641}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.03482195601100102}}",0,False,False,0.034482758620689655,,
{},8000,LNS,100.0,1155.0731809827587,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-20c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,2,3,55.88825612500659,1,1,8000,143.1427737180815,,True,OK,e2-vanilla-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,budget8k100,100kWh lowered fixed budget,1,20,OK,{},0,False,False,0.25,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,100.0,1155.0731809827587,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-20c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,2,3,12.834380625004997,1,1,8000,623.3257555424016,,True,OK,e2-vanilla-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,budget8k100,100kWh lowered fixed budget,1,20,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.001965071336599067}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 6.662501255050302e-05}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.07522265962325037}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.05674984415236395}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 0.24064928908774164}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 0.3692720899707638}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.04380426697025541}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.060136409374536015}, ""final_check"": {""count"": 1.0, ""seconds"": 9.162499918602407e-05}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 1.260512506516534}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 9.770799078978598e-05}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00020279199816286564}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 3.3850302109494805}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 3.3938678589183837}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 3.3969549070316134}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 1.3104739590926329}, ""repair_solution_score"": {""count"": 1326.0, ""seconds"": 0.07835822671768256}, ""route_model_cost"": {""count"": 9736.0, ""seconds"": 0.23071977170184255}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.0058392939827172086}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.00391391605080571}}",0,False,False,0.25,,
{},8000,LNS,100.0,887.3747488211219,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-25c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,2,3,77.91816129199287,1,1,8000,102.67182730378555,,True,OK,e2-vanilla-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,budget8k100,100kWh lowered fixed budget,1,25,OK,{},0,False,False,0.25,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,100.0,887.3747488211219,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-25c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,2,3,18.245803458994487,1,1,8000,438.45698645056405,,True,OK,e2-vanilla-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,budget8k100,100kWh lowered fixed budget,1,25,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.0020115367660764605}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 7.354198896791786e-05}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.08267283484747168}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.06094864892656915}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 0.32399337239621673}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 1.096735722036101}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.047448756828089245}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.067927716037957}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00010304199531674385}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 1.39837674019509}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00010941599612124264}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00022570800501853228}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 4.69425814691931}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 4.660454528653645}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 4.8074916068144375}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 1.519573554265662}, ""repair_solution_score"": {""count"": 2652.0, ""seconds"": 0.2033987852919381}, ""route_model_cost"": {""count"": 19266.0, ""seconds"": 0.45142184136784635}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.007283040962647647}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.0045686249795835465}}",0,False,False,0.25,,
{},8000,LNS,100.0,2320.739433561989,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-50c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,4,7,125.33082083299814,1,1,8000,63.83106682641061,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,budget8k100,100kWh lowered fixed budget,1,50,OK,{},0,False,False,0.125,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,100.0,2320.739433561989,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-50c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,4,7,40.54947558300046,1,1,8000,197.289851101153,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,budget8k100,100kWh lowered fixed budget,1,50,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.002045212750090286}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00013691700587514788}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.1314382938144263}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.10860890617186669}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 1.355829941079719}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 1.5780737670283997}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.09298228002444375}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.1213804558647098}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00016849998792167753}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 2.4500103978643892}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00017658299475442618}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00034404199686832726}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 11.420300337442313}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 11.575943960866425}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 11.540645142595167}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 2.88316819469037}, ""repair_solution_score"": {""count"": 2652.0, ""seconds"": 0.3550476134259952}, ""route_model_cost"": {""count"": 64961.0, ""seconds"": 1.49837049600319}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.013984789999085478}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.008550376966013573}}",0,False,False,0.125,,
{},8000,LNS,100.0,3817.814283649194,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-75c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,6,11,191.49946304199693,1,1,8000,41.77557405602518,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,budget8k100,100kWh lowered fixed budget,1,75,OK,{},0,False,False,0.08333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,100.0,3817.814283649194,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k100/e2-vanilla-75c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,6,11,80.15874687499308,1,1,8000,99.80195938536733,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,budget8k100,100kWh lowered fixed budget,1,75,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.0020583463337970898}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00019108300330117345}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.18057482401491143}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.16506042500259355}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 3.4307637482415885}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 1.2750761353381677}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.1567483557300875}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.18640651679015718}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00024487500195391476}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 3.557491819286952}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00026125001022592187}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000490083999466151}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 23.45863972249208}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 24.31910765853536}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 23.983447040518513}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 4.533840777978185}, ""repair_solution_score"": {""count"": 1326.0, ""seconds"": 0.2497752697672695}, ""route_model_cost"": {""count"": 140086.0, ""seconds"": 3.3274502980930265}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.022384623021935113}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.01246904097206425}}",0,False,False,0.08333333333333333,,
{},8000,LNS,80.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k80/e2-multidepot-100c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,7,14,277.6736830000009,1,1,8000,28.810796592487932,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,budget8k80,Goeke80 lowered fixed budget,1,100,OK,{},0,False,False,0.06666666666666667,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,80.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k80/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,7,14,140.9848227080074,1,1,8000,56.74369656490428,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,budget8k80,Goeke80 lowered fixed budget,1,100,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.0020313528511906043}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002444580022711307}, ""destroy:random_customer_removal"": {""count"": 1329.0, ""seconds"": 0.20188313118705992}, ""destroy:route_segment_removal"": {""count"": 1326.0, ""seconds"": 0.2249186775588896}, ""destroy:shaw_related_removal"": {""count"": 1329.0, ""seconds"": 6.983324506887584}, ""destroy:vehicle_type_swap"": {""count"": 1326.0, ""seconds"": 4.563389976043254}, ""destroy:whole_route_removal"": {""count"": 1329.0, ""seconds"": 0.2001078737375792}, ""destroy:worst_customer_removal"": {""count"": 1329.0, ""seconds"": 0.23160210486094002}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0003108329983660951}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 4.46084730392613}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00029820800409652293}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006145830120658502}, ""repair:greedy_insert_repair"": {""count"": 2656.0, ""seconds"": 41.97334373106423}, ""repair:regret2_insert_repair"": {""count"": 2656.0, ""seconds"": 41.93961371193291}, ""repair:regret3_insert_repair"": {""count"": 2656.0, ""seconds"": 41.89177935672342}, ""repair_full_check"": {""count"": 15936.0, ""seconds"": 5.178156857044087}, ""repair_solution_score"": {""count"": 3632.0, ""seconds"": 0.8889631659840234}, ""route_model_cost"": {""count"": 323777.0, ""seconds"": 7.6531397090730025}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.03243562500574626}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.016177372934180312}}",0,False,False,0.06666666666666667,,
{},8000,LNS,80.0,476.14411336859115,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k80/e2-multidepot-10c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,1,2,17.82130662498821,1,1,8000,448.9008672788768,,True,OK,e2-multidepot-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,budget8k80,Goeke80 lowered fixed budget,1,10,OK,{},0,False,False,0.3333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8000,alns_e2_throughput,80.0,387.9007343319535,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k80/e2-multidepot-10c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,1,1,7.068341040998348,1,1,8000,1131.8073015432858,,True,OK,e2-multidepot-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,budget8k80,Goeke80 lowered fixed budget,1,10,OK,"{""acceptance"": {""count"": 7968.0, ""seconds"": 0.006077159909182228}, ""checkpoint_model_cost"": {""count"": 2.0, ""seconds"": 8.329100091941655e-05}, ""destroy:random_customer_removal"": {""count"": 3767.0, ""seconds"": 0.11685025742917787}, ""destroy:route_segment_removal"": {""count"": 561.0, ""seconds"": 0.014526429746183567}, ""destroy:shaw_related_removal"": {""count"": 561.0, ""seconds"": 0.03408870809653308}, ""destroy:vehicle_type_swap"": {""count"": 561.0, ""seconds"": 0.12848303389910143}, ""destroy:whole_route_removal"": {""count"": 1957.0, ""seconds"": 0.034510601064539514}, ""destroy:worst_customer_removal"": {""count"": 561.0, ""seconds"": 0.014392065990250558}, ""final_check"": {""count"": 1.0, ""seconds"": 8.187499770428985e-05}, ""full_candidate_score"": {""count"": 7968.0, ""seconds"": 0.9394951823051088}, ""history_model_cost"": {""count"": 2.0, ""seconds"": 0.00010891599231399596}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00015470899234060198}, ""local_search"": {""count"": 1185.0, ""seconds"": 0.0012977897567907348}, ""repair:greedy_insert_repair"": {""count"": 4441.0, ""seconds"": 2.535522797697922}, ""repair:regret2_insert_repair"": {""count"": 1700.0, ""seconds"": 1.1189014313131338}, ""repair:regret3_insert_repair"": {""count"": 1827.0, ""seconds"": 1.222218236362096}, ""repair_full_check"": {""count"": 9801.0, ""seconds"": 0.903206427465193}, ""repair_solution_score"": {""count"": 564.0, ""seconds"": 0.01857416379789356}, ""route_model_cost"": {""count"": 853.0, ""seconds"": 0.016555031208554283}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.0027185820072190836}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.002349666989175603}}",0,False,False,0.5,,
{},8000,LNS,80.0,5488.782859056312,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_stagea_data/checkpoints/budget8k80/e2-multidepot-150c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,fixed_budget,10,21,446.33373308299633,1,1,8000,17.92380769596097,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,budget8k80,Goeke80 lowered fixed budget,1,150,OK,{},0,False,False,0.045454545454545456,,
