pair_id,instance,condition,seed,original_observed_fixed_cost,original_observed_shared_cost,original_observed_saving_pct,fixed_solution_legal_under_open_rule,fallback_used,fallback_preview_cost,fallback_preview_saving_pct,claim_boundary
L-main-threeshift-100c-01__geographic__seed1,L-main-threeshift-100c-01,geographic,1,7070.789749916488,6281.639590979243,11.160707457700408,True,False,6281.639590979243,11.160707457700408,preview only; original observed result remains unchanged
L-main-threeshift-100c-01__geographic__seed2,L-main-threeshift-100c-01,geographic,2,6590.953030243774,6159.381605102166,6.547936590676116,True,False,6159.381605102166,6.547936590676116,preview only; original observed result remains unchanged
L-main-threeshift-100c-01__geographic__seed3,L-main-threeshift-100c-01,geographic,3,6060.767434885594,6433.185206091809,-6.144729610685755,True,True,6060.767434885594,0.0,preview only; original observed result remains unchanged
L-main-threeshift-100c-01__mixed__seed1,L-main-threeshift-100c-01,mixed,1,9332.981765088674,8420.452050712658,9.777472380686111,True,False,8420.452050712658,9.777472380686111,preview only; original observed result remains unchanged
L-main-threeshift-100c-01__mixed__seed2,L-main-threeshift-100c-01,mixed,2,9332.981765088674,7586.769927864309,18.710117314879106,True,False,7586.769927864309,18.710117314879106,preview only; original observed result remains unchanged
L-main-threeshift-100c-01__mixed__seed3,L-main-threeshift-100c-01,mixed,3,9332.981765088674,7454.426475202388,20.12813629309001,True,False,7454.426475202388,20.12813629309001,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__geographic__seed1,L-main-threeshift-10c-01,geographic,1,779.8908259451584,702.160177893885,9.966862728135157,True,False,702.160177893885,9.966862728135157,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__geographic__seed2,L-main-threeshift-10c-01,geographic,2,747.4808106915995,702.160177893885,6.063116557571821,True,False,702.160177893885,6.063116557571821,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__geographic__seed3,L-main-threeshift-10c-01,geographic,3,785.536035457712,694.6584822945423,11.568858596056346,True,False,694.6584822945423,11.568858596056346,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__mixed__seed1,L-main-threeshift-10c-01,mixed,1,906.0747117946441,702.160177893885,22.50526708739831,True,False,702.160177893885,22.50526708739831,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__mixed__seed2,L-main-threeshift-10c-01,mixed,2,883.7019248438369,722.8777104729054,18.19892090869345,True,False,722.8777104729054,18.19892090869345,preview only; original observed result remains unchanged
L-main-threeshift-10c-01__mixed__seed3,L-main-threeshift-10c-01,mixed,3,881.6801993217,702.160177893885,20.3611265814889,True,False,702.160177893885,20.3611265814889,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__geographic__seed1,L-main-threeshift-150c-01,geographic,1,10634.755456681305,10329.156294594399,2.8735889916012414,True,False,10329.156294594399,2.8735889916012414,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__geographic__seed2,L-main-threeshift-150c-01,geographic,2,10011.33632984153,11527.405210997158,-15.143521615956201,True,True,10011.33632984153,0.0,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__geographic__seed3,L-main-threeshift-150c-01,geographic,3,10275.389722342275,10684.740318227243,-3.9837963030725407,True,True,10275.389722342275,0.0,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__mixed__seed1,L-main-threeshift-150c-01,mixed,1,12620.766157504931,10792.280968676232,14.487909577037774,True,False,10792.280968676232,14.487909577037774,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__mixed__seed2,L-main-threeshift-150c-01,mixed,2,12620.766157504931,12024.711803329126,4.722806418700356,True,False,12024.711803329126,4.722806418700356,preview only; original observed result remains unchanged
L-main-threeshift-150c-01__mixed__seed3,L-main-threeshift-150c-01,mixed,3,12556.957271697429,11278.619078090058,10.180318097351998,True,False,11278.619078090058,10.180318097351998,preview only; original observed result remains unchanged
