condition,pair_count,mean_pair_cross_site_customer_share_pct,mean_pair_cross_site_demand_share_pct,mean_pair_cross_site_demand_weighted_depot_distance_change_pct,original_observed_network_mean_saving_pct,fallback_preview_network_mean_saving_pct,fallback_used_pair_count,claim_boundary
geographic,27,7.525675392941689,7.489356062178257,19.35513170445161,4.156757742996049,5.309374421555843,6,fallback preview is additive and does not replace the formal observed estimate
mixed,27,36.36074480879231,35.562293052065336,-27.02483760536218,19.826082307881606,19.826082307881606,0,fallback preview is additive and does not replace the formal observed estimate
