algorithm,best_cost,elapsed_seconds,evals,evals_per_second,instance,meets_16000_900s,projected_16000_seconds,seed,status
IWD,6331.298733608956,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
GWO,6331.298733608956,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
ACO,6331.298733608956,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
VNS,6331.298733608956,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
winner-kernel ALNS,5406.294961824951,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
