algorithm,best_cost,bucket,bucket_count,bucket_seconds,bucket_share_pct,elapsed_seconds,evals,evals_per_second,instance,meets_16000_900s,projected_16000_seconds,seed,status
IWD,6331.298733608956,check_solution,299,0.18854454601023463,19.361928322158036,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
IWD,6331.298733608956,decode_order_to_solution,96,0.3757170820099418,38.58296283410915,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
IWD,6331.298733608956,evaluate,102,0.04900891400757246,5.03280047204291,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
IWD,6331.298733608956,repair_route_charging,96,0.00865275198884774,0.8885643596839243,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
IWD,6331.298733608956,other_or_uninstrumented,0,0.35186683098072535,36.13374401200598,0.973790124997322,100,102.69153222340903,100-01-24h,True,155.80641999957152,1,OK
GWO,6331.298733608956,check_solution,286,0.1910921740163758,4.9978966720065285,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
GWO,6331.298733608956,decode_order_to_solution,82,0.32357745198896737,8.462966517369907,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
GWO,6331.298733608956,evaluate,102,0.04785712902594241,1.2516733724011508,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
GWO,6331.298733608956,repair_route_charging,50,0.004279789973224979,0.1119352384479911,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
GWO,6331.298733608956,other_or_uninstrumented,0,3.256645329995081,85.17552819977442,3.8234518749995914,100,26.15437653442694,100-01-24h,True,611.7522999999346,1,OK
ACO,6331.298733608956,check_solution,239,0.17900411200753297,26.768654553731658,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
ACO,6331.298733608956,decode_order_to_solution,101,0.38317133301097783,57.30025379434915,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
ACO,6331.298733608956,evaluate,103,0.05168167299416382,7.72858698956298,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
ACO,6331.298733608956,repair_route_charging,34,0.003406252999411663,0.5093782977456183,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
ACO,6331.298733608956,other_or_uninstrumented,0,0.05144454498804407,7.69312636461059,0.6687079160001304,100,149.54212086817964,100-01-24h,True,106.99326656002084,1,OK
VNS,6331.298733608956,check_solution,211,0.1416788740134507,5.872970673621126,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
VNS,6331.298733608956,decode_order_to_solution,62,0.250574247991608,10.386977030038146,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
VNS,6331.298733608956,evaluate,103,0.045544460001110565,1.8879404554488384,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
VNS,6331.298733608956,repair_route_charging,6,0.0004859160035266541,0.020142526247662638,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
VNS,6331.298733608956,other_or_uninstrumented,0,1.9741050849916064,81.83196931464423,2.4123885830013023,100,41.452691620513285,100-01-24h,True,385.9821732802084,1,OK
winner-kernel ALNS,5406.294961824951,check_solution,101,0.04113295499701053,0.8656320998161224,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
winner-kernel ALNS,5406.294961824951,decode_order_to_solution,0,0.0,0.0,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
winner-kernel ALNS,5406.294961824951,evaluate,102,0.031106251994060585,0.6546228014249179,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
winner-kernel ALNS,5406.294961824951,repair_route_charging,0,0.0,0.0,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
winner-kernel ALNS,5406.294961824951,other_or_uninstrumented,0,4.67954333500893,98.47974509875897,4.751782542000001,100,21.044734079499882,100-01-24h,True,760.2852067200001,1,OK
