algorithm,all_cv_flag,charging_actions,cost_carbon,cost_carbon_share_pct,cost_elec,cost_elec_share_pct,cost_fix,cost_fix_share_pct,cost_fuel,cost_fuel_share_pct,cost_km,cost_km_share_pct,cost_occ,cost_occ_share_pct,cost_transship,cost_transship_share_pct,cv_routes,ev_routes,evaluations,feasible,instance,route_count,run_elapsed_seconds,seed,total_cost,violation_count
scikit-opt-SA,False,20,75.71839111339924,1.4201875482331043,190.35089144573303,3.570255017984167,2640.0,49.51630736210815,808.0266374236386,15.155490657363488,1614.046499164183,30.27334187475315,3.4344706520477146,0.06441753955792978,0.0,0.0,15,18,16000,True,100-01-24h,33,66.51590033399407,1,5331.576889799002,0
scikit-opt-SA,False,20,66.96423680360968,1.2961241005395068,212.86228958813786,4.120049100840841,2640.0,51.09843386193642,708.4251390703369,13.711899664741939,1528.9840096592284,29.59420011118577,9.263179096124372,0.17929316075552393,0.0,0.0,14,19,16000,True,100-01-24h,33,73.85462987504434,2,5166.498854217437,0
scikit-opt-SA,False,20,78.1607163171829,1.465653012008581,196.85203506239304,3.6913271999502824,2560.0,48.00457170218013,834.1545319469832,15.641887124823226,1658.760617990084,31.104723837131882,4.897513483875954,0.09183712390590518,0.0,0.0,14,18,16000,True,100-01-24h,32,79.74468499992508,3,5332.825414800519,0
scikit-opt-SA,False,22,75.26216202967187,1.3869865662887355,224.31789448852203,4.133895410964857,2640.0,48.651864844896025,798.0311171207716,14.706705322795898,1680.4284286538364,30.96817302741949,8.268327354743647,0.152374827634979,0.0,0.0,13,20,16000,True,100-01-24h,33,78.1894584170077,4,5426.307929647546,0
scikit-opt-SA,False,16,85.16989406874256,1.5801395947897083,163.51416138493627,3.0336447348946054,2560.0,47.49515549939177,917.9510021728545,17.030556870711813,1654.9753105198342,30.704417859685044,8.413041783900773,0.15608544052704984,0.0,0.0,17,15,16000,True,100-01-24h,32,63.08683633396868,5,5390.023409930269,0
scikit-opt-SA,False,17,81.99247056230841,1.522347000474776,157.89114218952892,2.9315509712700436,2640.0,49.01664815916553,882.3474421197494,16.38246747141039,1623.69413411209,30.14698639767926,0.0,0.0,0.0,0.0,16,17,16000,True,100-01-24h,33,67.68032874993514,6,5385.925188983677,0
scikit-opt-SA,False,20,76.36649112681592,1.415541921010946,201.7555589794708,3.739774439265179,2640.0,48.93547701783364,812.6394339823111,15.063219070237393,1663.6203847578572,30.837142842696093,0.47715957969112566,0.008844708956747818,0.0,0.0,14,19,16000,True,100-01-24h,33,76.17918616603129,7,5394.859028426146,0
scikit-opt-SA,False,19,75.01414140765867,1.417267732444636,185.5946503910548,3.506502965675884,2640.0,49.87841950120404,800.7735946687679,15.129288363778763,1588.7456827394615,30.016713501668818,2.742126762822714,0.05180793522785984,0.0,0.0,15,18,16000,True,100-01-24h,33,69.82795850001276,8,5292.8701959697655,0
scikit-opt-SA,False,18,84.43028465970386,1.5490627473264102,180.22369241031865,3.3066074480698946,2560.0,46.96893595869015,905.3161738077297,16.610053667945962,1719.8179383174897,31.553913517750274,0.6227999327463181,0.011426660217280605,0.0,0.0,15,17,16000,True,100-01-24h,32,61.867798666935414,9,5450.410889127989,0
scikit-opt-SA,False,19,74.69331030876387,1.4096878865093925,188.43557082435962,3.556347154524427,2640.0,49.824756795497635,796.5925374151019,15.034102061293863,1596.6854994095117,30.134267684460838,2.1638524640881016,0.04083841771383634,0.0,0.0,15,18,16000,True,100-01-24h,33,70.719185541966,10,5298.570770421826,0
scikit-opt-SA,False,60,36.12970304173593,0.4361374192893226,618.9938837493745,7.472145417372245,5200.0,62.77147026878832,253.03693959354578,3.0545193712695085,2171.101060988285,26.208308788530942,4.756578417228673,0.05741873474965958,0.0,0.0,6,59,16000,True,L-main,65,278.30351887492,1,8284.01816579017,0
scikit-opt-SA,False,58,50.19349506492336,0.5890279386421875,624.5403648475282,7.329071690049702,5120.0,60.08394199182878,385.6369642604366,4.525505662212701,2329.0099174177467,27.331268901664423,12.030854033871947,0.14118381560221122,0.0,0.0,9,55,16000,True,L-main,64,265.05937283404637,2,8521.411595624506,0
scikit-opt-SA,False,60,31.634313666313595,0.38657368596708697,626.6208036453916,7.657353224856147,5200.0,63.54439006430648,192.48654911669718,2.3522000690776332,2132.5141563714324,26.059482955792646,0.0,0.0,0.0,0.0,5,60,16000,True,L-main,65,277.03692270896863,3,8183.255822799835,0
scikit-opt-SA,False,57,41.84693531513563,0.5059827505008132,570.6436358189874,6.89980841447767,5200.0,62.87462350086558,323.0509195604791,3.906097103648757,2134.885766700287,25.813488230507176,0.0,0.0,0.0,0.0,8,57,16000,True,L-main,65,270.5700939169619,4,8270.42725739489,0
scikit-opt-SA,False,62,30.17757423883688,0.3688864355860794,636.5635400156199,7.781263445562786,5200.0,63.56407078535102,177.32906684465004,2.1676456456179958,2134.7216484711066,26.094538071238198,1.9302918304704735,0.023595616643924993,0.0,0.0,4,61,16000,True,L-main,65,277.7459897090448,5,8180.722121400683,0
scikit-opt-SA,False,58,40.545251870686286,0.4848168692212938,610.7522621998422,7.303025285770367,5200.0,62.178617806871095,294.6720246632983,3.523519076906946,2217.0339878987156,26.51002096123029,0.0,0.0,0.0,0.0,7,58,16000,True,L-main,65,263.7756708750967,6,8363.003526632543,0
scikit-opt-SA,False,62,30.53186940926539,0.36860137932138587,662.9819495739306,8.003966537468958,5200.0,62.77791728958282,172.33632897407895,2.080560731985589,2216.7606582427,26.762234087300268,0.5566267261123556,0.006719974340971679,0.0,0.0,4,61,16000,True,L-main,65,229.0487826250028,7,8283.167432926088,0
scikit-opt-SA,False,60,37.58065607234961,0.44914331923745976,634.0262773676372,7.577533137059644,5200.0,62.147538231861645,259.7871618273037,3.1048331868863817,2233.90792173186,26.698438071594104,1.8837926779843597,0.022514053360756542,0.0,0.0,6,59,16000,True,L-main,65,221.43648358306382,8,8367.185809677136,0
scikit-opt-SA,False,60,36.59884608200043,0.44278800487315867,608.9934885152262,7.3678555645233885,5200.0,62.91175465427611,260.7385773176984,3.1545233471377006,2155.9185790634374,26.083196288583565,3.2964766646754953,0.039882140606079065,0.0,0.0,6,59,16000,True,L-main,65,210.24735195795074,9,8265.545967643038,0
scikit-opt-SA,False,58,47.24198115060917,0.5571224341247804,592.1834224344639,6.983590901982682,5200.0,61.323352384672404,380.5937840888919,4.488324372519046,2254.828702062632,26.59108751224236,4.792896013603901,0.056522394458716076,0.0,0.0,9,56,16000,True,L-main,65,195.70324750000145,10,8479.640785750202,0
