instance_id,arm,seed,iterations,runtime_seconds,optimisation_initial_cost,optimisation_best_cost,actual_time_varying_cost,actual_time_varying_emissions_kg,actual_ev_emissions_kg,actual_cv_emissions_kg,electricity_kwh,used_cv,used_ev,customers_served,customers_total,demand_served,demand_total
cn-jjj-100c-01-V2-LOCATIONS,DAILY_MEAN_CARBON,11,100,126.64961129199946,4413.1269493727405,4116.1156370804165,4117.270140505647,390.5015662631207,78.30341918234657,312.19814708077416,123.55550885864272,9,4,100,100,25972.0,25972.0
cn-jjj-100c-01-V2-LOCATIONS,TIME_VARYING_CARBON,11,100,133.94010116602294,4414.321248937259,4116.965992620807,4116.965992620807,386.4473422583141,74.24919517753995,312.19814708077416,123.55550885864272,9,4,100,100,25972.0,25972.0
