instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,CURRENT_25,11,100,109.44589058298152,2174.8212641467094,203.32315091856384,165.52414758187237,37.799003336691456,5,2,57.5129460487526,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 5, ""num_ev"": 1, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 2, ""num_ev"": 1, ""total_fleet_cap"": 3}}",c621ac8bbebc6f0819d2f7bf168c1c9259334cc2d3fdade9fd670e4f5180e559
